,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,vintage
623,US,"As with the winery's Blue Chip bottling, this seems to be approaching an early maturity. Slightly grainy flavors of brown sugar and maple syrup wrap around light cherry candy. The finish is threaded with coffee and butterscotch. This is a wine to enjoy sooner rather than later.",Estate Grown Vinette's Cuvée,88,36.0,Oregon,Columbia Gorge (OR),Oregon Other,Paul Gregutt,@paulgwine ,Wy'East Vineyards 2013 Estate Grown Vinette's Cuvée Pinot Noir (Columbia Gorge (OR)),Pinot Noir,Wy'East Vineyards,2013
624,US,"This is a breadwinner bottling for the otherwise high-end, single-vineyard specialists from Los Gatos. It's a solid deal, offering a tight, slightly sour nose of cranberry juice, graphite and violets. The palate clings to juicy cherries with a sage-like twist.",Cuvee 107,88,20.0,California,Santa Lucia Highlands,Central Coast,Matt Kettmann,@mattkettmann,Testarossa 2013 Cuvee 107 Pinot Noir (Santa Lucia Highlands),Pinot Noir,Testarossa,2013
625,US,"This is a concentrated wine, ripe and rich in black cherry, cranberry and oak. It resolves itself into a lighter texture and body on the finish.",,88,28.0,California,Carneros,Napa-Sonoma,Virginie Boone,@vboone,Artesa 2013 Pinot Noir (Carneros),Pinot Noir,Artesa,2013
626,US,"Wrapped in an ethereal texture, this straightforward wine offers savory cranberry, strawberry and rhubarb around earth and spice. Medium bodied and robust, it finishes smooth and clean.",,87,20.0,California,Sonoma County,Sonoma,Virginie Boone,@vboone,Sonoma River 2013 Pinot Noir (Sonoma County),Pinot Noir,Sonoma River,2013
627,US,"This is chewy and tannic, with sharp edges around cranberry fruit. It's blocky and one-dimensional, but solid and substantial. If Pinot Noir can ever be a steak wine, this is it. A touch of anise and coffee winds it down through the finish.",Cuvée,87,35.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Youngberg Hill Vineyards 2013 Cuvée Pinot Noir (Willamette Valley),Pinot Noir,Youngberg Hill Vineyards,2013
628,US,Strawberry and graphite meet with a rusty element on the nose of this easy-to-quaff and yet intriguing and well-priced wine. A nice ripe pomegranate element on the palate leads to licorice and a gunmetal minerality.,,87,17.0,California,Monterey County,Central Coast,Matt Kettmann,@mattkettmann,Esser 2013 Pinot Noir (Monterey County),Pinot Noir,Esser,2013
629,US,"Sporting scents a flavors of root beer, beet root and cola, this lighthearted effort seems built for immediate consumption. The black cherry fruit carries a medicinal streak, the length is modest and the mouthfeel just a bit dilute.",Willakia,87,40.0,Oregon,Eola-Amity Hills,Willamette Valley,Paul Gregutt,@paulgwine ,Soléna 2013 Willakia Pinot Noir (Eola-Amity Hills),Pinot Noir,Soléna,2013
630,New Zealand,"This is ripe and muscular without being overly oaky. Cherry fruit is supported by a balanced dose of cedary oak, but the tannins come largely from the fruit, suggesting decent aging potential. The finish is dry, firm and long, further bolstering that impression. Drink 2017–2025.",,92,50.0,Central Otago,,,Joe Czerwinski,,Rockburn 2013 Pinot Noir (Central Otago),Pinot Noir,Rockburn,2013
631,US,"Black cherry, black cardamom, vanilla bean and iron show on the nose of this bottling from a new husband-and-wife producer in the region. Fuller flavors of black cherry and clove foam pop on the palate, where grippy tannins and mouthwatering acidity bolster thyme and orange rind tartness.",,92,48.0,California,Edna Valley,Central Coast,Matt Kettmann,@mattkettmann,Chêne 2013 Pinot Noir (Edna Valley),Pinot Noir,Chêne,2013
632,US,"Rich earthy tones of iron and sagebrush meet with a touch of barnyard, roasted meats, dark cranberry fruit and a touch of sarsaparilla on the nose of this Josh Jensen bottling. More iron, wet clay, turned loam and slate minerality show on the palate, where black pepper, cooked black cherries, pomegranate and cranberry round out the still quite tannic sip.",de Villiers,92,52.0,California,Mt. Harlan,Central Coast,Matt Kettmann,@mattkettmann,Calera 2013 de Villiers Pinot Noir (Mt. Harlan),Pinot Noir,Calera,2013
633,US,"Peppery spice and a nose of violets and roses mark the entry and midpalate of this wine, priced moderately for the appellation. Layered, with a twinge of yeasty baked bread, it has a strong personality, stemmy and feral, with a lasting linger of grenadine.",,91,40.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Fritz 2013 Pinot Noir (Russian River Valley),Pinot Noir,Fritz,2013
634,US,"A sense of depth and gravity imbues this full-bodied and richly flavored wine. It smells woodsy and mushroomy along with lots of ripe plum. It feels broad and plump on the palate, is nicely supported by moderate tannins and acidity, and has a lingering finish.",Ordway Vineyard,91,50.0,California,Anderson Valley,,Jim Gordon,@gordone_cellars,Expression 39 2013 Ordway Vineyard Pinot Noir (Anderson Valley),Pinot Noir,Expression 39,2013
635,US,"A little floral and a lot of fruity and spicy elements make this full-bodied wine delicious and nicely complex. The grape flavors are fully ripe, like blackberry and black cherry, and the texture is broad and juicy without being too soft. It blends grapes from Angel Camp Vineyard with Balo-grown grapes.",Avenging Angel,91,55.0,California,Anderson Valley,,Jim Gordon,@gordone_cellars,Balo 2013 Avenging Angel Pinot Noir (Anderson Valley),Pinot Noir,Balo,2013
636,US,"There's a ton of inviting baking spices on the nose of this bottling, from crushed clove to nutmeg, as well as lushly stewed strawberries, bacon fat and purple flowers. It's rich and thick once sipped, certainly not a dainty wine, with baked black cherry and mace spice flavors proving hearty and delicious.",,91,44.0,California,Monterey County,Central Coast,Matt Kettmann,@mattkettmann,House Family Vineyards 2013 Pinot Noir (Monterey County),Pinot Noir,House Family Vineyards,2013
637,US,"This wine is both refined and robust, from a three-acre block replanted in 2007. It is aged in older French barrels, with the fruit sultry in cherry and black tea, the tension of the acidity hard to shake which contributes to its overall softness and complex intensity.",North Block,91,85.0,California,Green Valley,Sonoma,Virginie Boone,@vboone,Iron Horse 2013 North Block Pinot Noir (Green Valley),Pinot Noir,Iron Horse,2013
638,US,"This is a nice estate offering from the producer, a celebration of baked cherry pie that's soft and velvety while being full-bodied in style. Fruity and oaky in equal measure, it was aged for almost two years in 35% new French oak, and has a distinct touch of toasted oak on the finish.",Cactus Hill,91,65.0,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Nicholson Ranch 2013 Cactus Hill Pinot Noir (Sonoma Coast),Pinot Noir,Nicholson Ranch,2013
639,New Zealand,"Supple and full-bodied, this wine offers ample aromas and flavors of ripe cherries, supported by hints of cedar and vanilla. It's not super complex, but is a bold, flavorful wine with a softly dusty, lingering finish.",Vintage Widow,91,30.0,Marlborough,,,Joe Czerwinski,,Jackson Estate 2013 Vintage Widow Pinot Noir (Marlborough),Pinot Noir,Jackson Estate,2013
640,US,"A new effort from Jigar Vineyards, sourcing some very good grapes, Sedition is light, clear and lingering on the palate in cherry-cola, mint and dried herb. Balanced and on the lighter side in terms of body and tannin, it's ready for the table, with a juicy, persistent finish.",Chenoweth Vineyards,90,75.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Sedition 2013 Chenoweth Vineyards Pinot Noir (Russian River Valley),Pinot Noir,Sedition,2013
641,New Zealand,"This is a dark, rich wine. Crisp edges of acid and soft tannins frame black cherry and espresso notes on the midpalate, while the finish is broad and supple in texture. Drink now–2022.",,90,28.0,Marlborough,,,Joe Czerwinski,,Huia 2013 Pinot Noir (Marlborough),Pinot Noir,Huia,2013
642,US,"Pretty violet notes reverberate through this richly concentrated, nuanced Pinot Noir. Dried cherry and blackberry touches are succulent and lip smacking yet anchored by delicate veins of mineral and spice. Fine-grained tannins persist through a long finish. Drink now through 2023.",North Block Five,90,25.0,New York,Finger Lakes,Finger Lakes,Anna Lee C. Iijima,,Atwater 2013 North Block Five Pinot Noir (Finger Lakes),Pinot Noir,Atwater,2013
643,US,"Plump red berries, chipped slate, rust, bay leaf and wet eucalyptus combine for a layered nose on this bottling from a Santa Barbara-Sonoma duo winemaking team. Red raspberries and tart Montgomery cherries are laid across graphite and touches of dried mint, proving quite aromatic on the palate.",Madeline's Cuvee,90,35.0,California,Santa Maria Valley,Central Coast,Matt Kettmann,@mattkettmann,Conarium 2013 Madeline's Cuvee Pinot Noir (Santa Maria Valley),Pinot Noir,Conarium,2013
644,New Zealand,"With its flashy hints of toasted coconut and hickory smoke, this is a head-turner. Black cherry fruit forms the core, while herbal notes and streaks of vanilla play around the edges. Drink now–2020.",Paladin,90,29.0,Marlborough,,,Joe Czerwinski,,Staete Landt 2013 Paladin Pinot Noir (Marlborough),Pinot Noir,Staete Landt,2013
645,US,"From a replanted single vineyard, single clone site, the first vintage since that replanting in 2009, there's a youthful awkwardness still at play here, though the wine is quite juicy in black cherry and a lingering suggestion of soy. The oak and tannin are fairly firm and pronounced.",Q,90,85.0,California,Green Valley,Sonoma,Virginie Boone,@vboone,Iron Horse 2013 Q Pinot Noir (Green Valley),Pinot Noir,Iron Horse,2013
646,US,"An easygoing, approachable wine with lush texture and characteristics of soy, black olive and forest floor, this wine leans savory and quite minerally, with spicy acidity giving it a kick on the palate. Savory and juicy, it expands on the finish into a lushness of velvety goodness.",,90,42.0,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Merry Edwards 2013 Pinot Noir (Sonoma Coast),Pinot Noir,Merry Edwards,2013
647,New Zealand,"This is a medium- to full-bodied wine, a bit chunky and edgy at first, but these characters should mellow with another few months in the bottle. It's boldly flavored, with black cherry and beet notes upfront, while subtle mocha and vanilla shadings emerge on the finish.",,90,30.0,Marlborough,,,Joe Czerwinski,,Spy Valley 2013 Pinot Noir (Marlborough),Pinot Noir,Spy Valley,2013
648,US,A trove of wild strawberry wraps around a concentration of full-bodied smoothness in this deep and brooding wine marked by a juicy core and plenty of length on the finish.,Limited Production,90,38.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Rally Point Wines 2013 Limited Production Pinot Noir (Russian River Valley),Pinot Noir,Rally Point Wines,2013
649,US,"An unusually light California Pinot, this wine has lively grape and herb aromas and fresh but lean flavors that make it appetizing while being restrained in personality. It offers a good balance of fruit, acidity and mild tannins.",Reserve,89,85.0,California,Sonoma Coast,Sonoma,Jim Gordon,@gordone_cellars,Hirsch 2013 Reserve Pinot Noir (Sonoma Coast),Pinot Noir,Hirsch,2013
650,New Zealand,"At this early stage, the oak is still prominent. Mocha and brown sugar mark the nose, the palate offers dark-roasted coffee bean notes and the finish seems rather dry and astringent. But dig deeper, and a core of cherry fruit comes into focus, fully ripened to silky tannins and just needing time to emerge. Drink 2018–2025.",Bendigo Single Vineyard,89,45.0,Central Otago,,,Joe Czerwinski,,Quartz Reef 2013 Bendigo Single Vineyard Pinot Noir (Central Otago),Pinot Noir,Quartz Reef,2013
651,US,"A high mark of acidity complements the crisp flavors of cherry, strawberry and cranberry here, accented by woody forest notes and a bitter, savory component of black tea. Light-bodied, it has enough body and weight to stay relevant through the finish.",Rosalina Vineyard,89,55.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Moshin 2013 Rosalina Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Moshin,2013
652,US,"This wine is restrained and wound a little tight, but it has great grip and nervy flavors. Note the woodsy and rhubarb aromas, tight cherry and cranberry flavors, a lean texture due to firm acidity and fine-grained tannins.",San Andreas Fault,89,60.0,California,Sonoma Coast,Sonoma,Jim Gordon,@gordone_cellars,Hirsch 2013 San Andreas Fault Pinot Noir (Sonoma Coast),Pinot Noir,Hirsch,2013
653,New Zealand,"Concentrated yet supple, this dark Pinot should be true to its name and evolve nicely for up to 10 years. Cedar, cola and vanilla notes frame black cherry fruit that slowly fades away on the finish.",Cellar Selection,89,25.0,Marlborough,,,Joe Czerwinski,,Villa Maria 2013 Cellar Selection Pinot Noir (Marlborough),Pinot Noir,Villa Maria,2013
654,US,"A clear, light-bodied wine that's slightly reduced on the nose, this Spring Mountain site provides a tightness of black tea and cherry cola, with a leanness that's hard to miss. Leather, currant and baked bread add additional complexity and intrigue.",La Perla Vineyard,89,55.0,California,Spring Mountain District,Napa,Virginie Boone,@vboone,Brick & Mortar 2013 La Perla Vineyard Pinot Noir (Spring Mountain District),Pinot Noir,Brick & Mortar,2013
655,US,"Fans of liveliness and structure in their wine will love this full-bodied, tight-wrapped example made with 30% whole-cluster fermentation and 20% new French oak. It has plenty of bright cherry, spice and toasted oak flavors, wrapped in a crisp and bracingly tannic texture.",Donnelly Creek Vineyard,89,54.0,California,Anderson Valley,,Jim Gordon,@gordone_cellars,Manross 2013 Donnelly Creek Vineyard Pinot Noir (Anderson Valley),Pinot Noir,Manross,2013
